p_match;inns;bat;p_bat;team_bat;bowl;p_bowl;team_bowl;ball;outcome;score;out;dismissal;over;date;year;ground;country;winner;toss;bat_hand;bowl_style;bowl_kind;batruns;ballfaced;bowlruns;bat_out;wagonX;wagonY;wagonZone
1175364;2;KL Rahul;422108;Punjab Kings;Lasith Malinga;49758;Mumbai Indians;6;four;4;FALSE;;16;30/03/2019;2019;Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh;India;Kings XI Punjab;Kings XI Punjab;RHB;RF;pace bowler;4;1;4;TRUE;218;6;1
1181764;1;Ambati Rayudu;33141;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;5;four;4;FALSE;;11;07/05/2019;2019;MA Chidambaram Stadium, Chepauk, Chennai;India;Mumbai Indians;Chennai Super Kings;RHB;RF;pace bowler;4;1;4;TRUE;211;9;1
1178426;2;Manish Pandey;290630;Sunrisers Hyderabad;Lasith Malinga;49758;Mumbai Indians;2;four;4;FALSE;;5;02/05/2019;2019;Wankhede Stadium, Mumbai;India;-;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;331;297;3
1178426;2;Manish Pandey;290630;Sunrisers Hyderabad;Lasith Malinga;49758;Mumbai Indians;4;six;6;FALSE;;5;02/05/2019;2019;Wankhede Stadium, Mumbai;India;-;Mumbai Indians;RHB;RF;pace bowler;6;1;6;TRUE;142;2;8
1178426;2;Manish Pandey;290630;Sunrisers Hyderabad;Lasith Malinga;49758;Mumbai Indians;5;four;4;FALSE;;5;02/05/2019;2019;Wankhede Stadium, Mumbai;India;-;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;259;13;1
1178426;2;Manish Pandey;290630;Sunrisers Hyderabad;Lasith Malinga;49758;Mumbai Indians;6;four;4;FALSE;;16;02/05/2019;2019;Wankhede Stadium, Mumbai;India;-;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;174;362;5
1175370;2;Kedar Jadhav;290716;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;4;six;6;FALSE;;4;03/04/2019;2019;Wankhede Stadium, Mumbai;India;Mumbai Indians;Chennai Super Kings;RHB;RF;pace bowler;6;1;6;TRUE;344;81;2
1175370;2;Kedar Jadhav;290716;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;6;four;4;FALSE;;4;03/04/2019;2019;Wankhede Stadium, Mumbai;India;Mumbai Indians;Chennai Super Kings;RHB;RF;pace bowler;4;1;4;TRUE;288;29;1
1175370;2;Kedar Jadhav;290716;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;1;four;4;FALSE;;16;03/04/2019;2019;Wankhede Stadium, Mumbai;India;Mumbai Indians;Chennai Super Kings;RHB;RF;pace bowler;4;1;4;TRUE;148;2;8
1175370;2;Kedar Jadhav;290716;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;2;four;4;FALSE;;16;03/04/2019;2019;Wankhede Stadium, Mumbai;India;Mumbai Indians;Chennai Super Kings;RHB;RF;pace bowler;4;1;4;TRUE;287;39;1
1181764;1;MS Dhoni;28081;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;3;six;6;FALSE;;19;07/05/2019;2019;MA Chidambaram Stadium, Chepauk, Chennai;India;Mumbai Indians;Chennai Super Kings;RHB;RF;pace bowler;6;1;6;TRUE;221;361;4
1181764;1;MS Dhoni;28081;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;4;six;6;FALSE;;19;07/05/2019;2019;MA Chidambaram Stadium, Chepauk, Chennai;India;Mumbai Indians;Chennai Super Kings;RHB;RF;pace bowler;6;1;6;TRUE;195;358;4
1178409;2;Axar Patel;554691;Delhi Capitals;Lasith Malinga;49758;Mumbai Indians;6;four;4;FALSE;;15;18/04/2019;2019;Feroz Shah Kotla, Delhi;India;Mumbai Indians;Mumbai Indians;LHB;RF;pace bowler;4;1;4;TRUE;356;218;3
1178409;2;Axar Patel;554691;Delhi Capitals;Lasith Malinga;49758;Mumbai Indians;1;six;6;FALSE;;17;18/04/2019;2019;Feroz Shah Kotla, Delhi;India;Mumbai Indians;Mumbai Indians;LHB;RF;pace bowler;6;1;6;TRUE;124;353;5
1175370;2;Shane Watson;8180;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;2;four;4;FALSE;;2;03/04/2019;2019;Wankhede Stadium, Mumbai;India;Mumbai Indians;Chennai Super Kings;RHB;RF;pace bowler;4;1;4;TRUE;132;3;8
1178419;2;Shane Watson;8180;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;2;four;4;FALSE;;1;26/04/2019;2019;MA Chidambaram Stadium, Chepauk, Chennai;India;Mumbai Indians;Chennai Super Kings;RHB;RF;pace bowler;4;1;4;TRUE;34;274;6
1178419;2;Shane Watson;8180;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;3;four;4;FALSE;;1;26/04/2019;2019;MA Chidambaram Stadium, Chepauk, Chennai;India;Mumbai Indians;Chennai Super Kings;RHB;RF;pace bowler;4;1;4;TRUE;206;3;1
1181768;2;Shane Watson;8180;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;2;four;4;FALSE;;6;12/05/2019;2019;Rajiv Gandhi International Stadium, Uppal, Hyderabad;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;18;123;7
1181768;2;Shane Watson;8180;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;4;six;6;FALSE;;6;12/05/2019;2019;Rajiv Gandhi International Stadium, Uppal, Hyderabad;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;6;1;6;TRUE;358;84;2
1181768;2;Shane Watson;8180;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;6;four;4;FALSE;;6;12/05/2019;2019;Rajiv Gandhi International Stadium, Uppal, Hyderabad;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;30;88;7
1181768;2;Shane Watson;8180;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;3;four;4;FALSE;;16;12/05/2019;2019;Rajiv Gandhi International Stadium, Uppal, Hyderabad;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;118;22;8
1181768;2;Shane Watson;8180;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;4;four;4;FALSE;;16;12/05/2019;2019;Rajiv Gandhi International Stadium, Uppal, Hyderabad;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;33;87;7
1181768;2;Shane Watson;8180;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;5;four;4;FALSE;;16;12/05/2019;2019;Rajiv Gandhi International Stadium, Uppal, Hyderabad;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;22;234;6
1181768;2;Faf du Plessis;44828;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;6;run;5;FALSE;;3;12/05/2019;2019;Rajiv Gandhi International Stadium, Uppal, Hyderabad;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;5;1;5;TRUE;172;145;8
1178422;1;Chris Lynn;326637;Kolkata Knight Riders;Lasith Malinga;49758;Mumbai Indians;6;four;4;FALSE;;6;28/04/2019;2019;Eden Gardens, Kolkata;India;Kolkata Knight Riders;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;125;361;5
1178431;1;Chris Lynn;326637;Kolkata Knight Riders;Lasith Malinga;49758;Mumbai Indians;3;four;4;FALSE;;4;05/05/2019;2019;Wankhede Stadium, Mumbai;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;7;144;7
1178431;1;Chris Lynn;326637;Kolkata Knight Riders;Lasith Malinga;49758;Mumbai Indians;5;six;6;FALSE;;4;05/05/2019;2019;Wankhede Stadium, Mumbai;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;6;1;6;TRUE;315;42;2
1175370;2;Dwayne Bravo;51439;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;4;six;6;FALSE;;18;03/04/2019;2019;Wankhede Stadium, Mumbai;India;Mumbai Indians;Chennai Super Kings;RHB;RF;pace bowler;6;1;6;TRUE;307;309;4
1181768;2;Dwayne Bravo;51439;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;1;six;6;FALSE;;16;12/05/2019;2019;Rajiv Gandhi International Stadium, Uppal, Hyderabad;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;6;1;6;TRUE;351;263;3
1175364;2;Chris Gayle;51880;Punjab Kings;Lasith Malinga;49758;Mumbai Indians;3;four;4;FALSE;;5;30/03/2019;2019;Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh;India;Kings XI Punjab;Kings XI Punjab;LHB;RF;pace bowler;4;1;4;TRUE;217;357;4
1175364;2;Chris Gayle;51880;Punjab Kings;Lasith Malinga;49758;Mumbai Indians;5;four;4;FALSE;;5;30/03/2019;2019;Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh;India;Kings XI Punjab;Kings XI Punjab;LHB;RF;pace bowler;4;1;4;TRUE;358;209;3
1178426;2;Martin Guptill;226492;Sunrisers Hyderabad;Lasith Malinga;49758;Mumbai Indians;4;four;4;FALSE;;2;02/05/2019;2019;Wankhede Stadium, Mumbai;India;-;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;112;6;8
1175362;2;AB de Villiers;44936;Royal Challengers Bangalore;Lasith Malinga;49758;Mumbai Indians;7;six;6;FALSE;;12;28/03/2019;2019;M Chinnaswamy Stadium, Bangalore;India;Mumbai Indians;Royal Challengers Bangalore;RHB;RF;pace bowler;6;1;6;TRUE;352;127;2
1175362;2;AB de Villiers;44936;Royal Challengers Bangalore;Lasith Malinga;49758;Mumbai Indians;4;four;4;FALSE;;16;28/03/2019;2019;M Chinnaswamy Stadium, Bangalore;India;Mumbai Indians;Royal Challengers Bangalore;RHB;RF;pace bowler;4;1;4;TRUE;238;13;1
1175362;2;AB de Villiers;44936;Royal Challengers Bangalore;Lasith Malinga;49758;Mumbai Indians;6;six;6;FALSE;;16;28/03/2019;2019;M Chinnaswamy Stadium, Bangalore;India;Mumbai Indians;Royal Challengers Bangalore;RHB;RF;pace bowler;6;1;6;TRUE;122;349;5
1175362;2;AB de Villiers;44936;Royal Challengers Bangalore;Lasith Malinga;49758;Mumbai Indians;7;six;6;FALSE;;16;28/03/2019;2019;M Chinnaswamy Stadium, Bangalore;India;Mumbai Indians;Royal Challengers Bangalore;RHB;RF;pace bowler;6;1;6;TRUE;356;228;3
1178406;1;AB de Villiers;44936;Royal Challengers Bangalore;Lasith Malinga;49758;Mumbai Indians;3;six;6;FALSE;;13;15/04/2019;2019;Wankhede Stadium, Mumbai;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;6;1;6;TRUE;362;206;3
1178406;1;AB de Villiers;44936;Royal Challengers Bangalore;Lasith Malinga;49758;Mumbai Indians;2;six;6;FALSE;;18;15/04/2019;2019;Wankhede Stadium, Mumbai;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;6;1;6;TRUE;269;22;1
1178406;1;AB de Villiers;44936;Royal Challengers Bangalore;Lasith Malinga;49758;Mumbai Indians;1;six;6;FALSE;;20;15/04/2019;2019;Wankhede Stadium, Mumbai;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;6;1;6;TRUE;354;111;2
1178422;1;Andre Russell;276298;Kolkata Knight Riders;Lasith Malinga;49758;Mumbai Indians;4;four;4;FALSE;;15;28/04/2019;2019;Eden Gardens, Kolkata;India;Kolkata Knight Riders;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;74;32;8
1178422;1;Andre Russell;276298;Kolkata Knight Riders;Lasith Malinga;49758;Mumbai Indians;1;six;6;FALSE;;20;28/04/2019;2019;Eden Gardens, Kolkata;India;Kolkata Knight Riders;Mumbai Indians;RHB;RF;pace bowler;6;1;6;TRUE;345;259;3
1178422;1;Andre Russell;276298;Kolkata Knight Riders;Lasith Malinga;49758;Mumbai Indians;2;four;4;FALSE;;20;28/04/2019;2019;Eden Gardens, Kolkata;India;Kolkata Knight Riders;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;26;260;6
1178422;1;Andre Russell;276298;Kolkata Knight Riders;Lasith Malinga;49758;Mumbai Indians;3;four;4;FALSE;;20;28/04/2019;2019;Eden Gardens, Kolkata;India;Kolkata Knight Riders;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;165;2;8
1178422;1;Andre Russell;276298;Kolkata Knight Riders;Lasith Malinga;49758;Mumbai Indians;6;six;6;FALSE;;20;28/04/2019;2019;Eden Gardens, Kolkata;India;Kolkata Knight Riders;Mumbai Indians;RHB;RF;pace bowler;6;1;6;TRUE;57;315;5
1178419;2;Mitchell Santner;502714;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;3;six;6;FALSE;;16;26/04/2019;2019;MA Chidambaram Stadium, Chepauk, Chennai;India;Mumbai Indians;Chennai Super Kings;LHB;RF;pace bowler;6;1;6;TRUE;24;262;6
1178419;2;Mitchell Santner;502714;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;3;six;6;FALSE;;18;26/04/2019;2019;MA Chidambaram Stadium, Chepauk, Chennai;India;Mumbai Indians;Chennai Super Kings;LHB;RF;pace bowler;6;1;6;TRUE;32;285;6
1178426;2;Mohammad Nabi;25913;Sunrisers Hyderabad;Lasith Malinga;49758;Mumbai Indians;2;four;4;FALSE;;18;02/05/2019;2019;Wankhede Stadium, Mumbai;India;-;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;222;4;1
1178426;2;Mohammad Nabi;25913;Sunrisers Hyderabad;Lasith Malinga;49758;Mumbai Indians;6;six;6;FALSE;;18;02/05/2019;2019;Wankhede Stadium, Mumbai;India;-;Mumbai Indians;RHB;RF;pace bowler;6;1;6;TRUE;30;73;7
1178409;2;Shikhar Dhawan;28235;Delhi Capitals;Lasith Malinga;49758;Mumbai Indians;3;four;4;FALSE;;3;18/04/2019;2019;Feroz Shah Kotla, Delhi;India;Mumbai Indians;Mumbai Indians;LHB;RF;pace bowler;4;1;4;TRUE;357;247;3
1178409;2;Shikhar Dhawan;28235;Delhi Capitals;Lasith Malinga;49758;Mumbai Indians;5;four;4;FALSE;;3;18/04/2019;2019;Feroz Shah Kotla, Delhi;India;Mumbai Indians;Mumbai Indians;LHB;RF;pace bowler;4;1;4;TRUE;317;326;4
1178411;2;Stuart Binny;27223;Rajasthan Royals;Lasith Malinga;49758;Mumbai Indians;1;four;4;FALSE;;20;20/04/2019;2019;Sawai Mansingh Stadium, Jaipur;India;Rajasthan Royals;Rajasthan Royals;RHB;RF;pace bowler;4;1;4;TRUE;217;3;1
1178431;1;Nitish Rana;604527;Kolkata Knight Riders;Lasith Malinga;49758;Mumbai Indians;1;six;6;FALSE;;18;05/05/2019;2019;Wankhede Stadium, Mumbai;India;Mumbai Indians;Mumbai Indians;LHB;RF;pace bowler;6;1;6;TRUE;18;257;6
1178411;2;Steven Smith;267192;Rajasthan Royals;Lasith Malinga;49758;Mumbai Indians;3;four;4;FALSE;;6;20/04/2019;2019;Sawai Mansingh Stadium, Jaipur;India;Rajasthan Royals;Rajasthan Royals;RHB;RF;pace bowler;4;1;4;TRUE;47;52;7
1178411;2;Steven Smith;267192;Rajasthan Royals;Lasith Malinga;49758;Mumbai Indians;5;four;4;FALSE;;6;20/04/2019;2019;Sawai Mansingh Stadium, Jaipur;India;Rajasthan Royals;Rajasthan Royals;RHB;RF;pace bowler;4;1;4;TRUE;15;118;7
1178411;2;Sanju Samson;425943;Rajasthan Royals;Lasith Malinga;49758;Mumbai Indians;3;bye;4;FALSE;;3;20/04/2019;2019;Sawai Mansingh Stadium, Jaipur;India;Rajasthan Royals;Rajasthan Royals;RHB;RF;pace bowler;0;1;0;TRUE;0;0;0
1178409;2;Amit Mishra;31107;Delhi Capitals;Lasith Malinga;49758;Mumbai Indians;4;leg bye;4;FALSE;;19;18/04/2019;2019;Feroz Shah Kotla, Delhi;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;0;1;0;TRUE;0;0;0
1178431;1;Robin Uthappa;35582;Kolkata Knight Riders;Lasith Malinga;49758;Mumbai Indians;1;six;6;FALSE;;13;05/05/2019;2019;Wankhede Stadium, Mumbai;India;Mumbai Indians;Mumbai Indians;RHB;RF;pace bowler;6;1;6;TRUE;327;299;3
1175362;2;Shivam Dube;714451;Royal Challengers Bangalore;Lasith Malinga;49758;Mumbai Indians;1;six;6;FALSE;;20;28/03/2019;2019;M Chinnaswamy Stadium, Bangalore;India;Mumbai Indians;Royal Challengers Bangalore;LHB;RF;pace bowler;6;1;6;TRUE;229;358;4
1178422;1;Shubman Gill;1070173;Kolkata Knight Riders;Lasith Malinga;49758;Mumbai Indians;4;four;4;FALSE;;6;28/04/2019;2019;Eden Gardens, Kolkata;India;Kolkata Knight Riders;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;360;109;2
1178422;1;Shubman Gill;1070173;Kolkata Knight Riders;Lasith Malinga;49758;Mumbai Indians;1;four;4;FALSE;;15;28/04/2019;2019;Eden Gardens, Kolkata;India;Kolkata Knight Riders;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;118;350;5
1178422;1;Shubman Gill;1070173;Kolkata Knight Riders;Lasith Malinga;49758;Mumbai Indians;2;four;4;FALSE;;15;28/04/2019;2019;Eden Gardens, Kolkata;India;Kolkata Knight Riders;Mumbai Indians;RHB;RF;pace bowler;4;1;4;TRUE;241;14;1
1178419;2;Murali Vijay;237095;Chennai Super Kings;Lasith Malinga;49758;Mumbai Indians;2;four;4;FALSE;;3;26/04/2019;2019;MA Chidambaram Stadium, Chepauk, Chennai;India;Mumbai Indians;Chennai Super Kings;RHB;RF;pace bowler;4;1;4;TRUE;19;102;7
1178411;2;Riyan Parag;1079434;Rajasthan Royals;Lasith Malinga;49758;Mumbai Indians;5;four;4;FALSE;;16;20/04/2019;2019;Sawai Mansingh Stadium, Jaipur;India;Rajasthan Royals;Rajasthan Royals;RHB;RF;pace bowler;4;1;4;TRUE;37;285;6
1216494;2;Aaron Finch;5334;Royal Challengers Bangalore;Pat Cummins;489889;Kolkata Knight Riders;6;four;4;FALSE;;5;21/10/2020;2020;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Royal Challengers Bangalore;Kolkata Knight Riders;RHB;RF;pace bowler;4;1;4;TRUE;323;66;2
1216540;1;Aaron Finch;5334;Royal Challengers Bangalore;Pat Cummins;489889;Kolkata Knight Riders;2;four;4;FALSE;;1;12/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Royal Challengers Bangalore;RHB;RF;pace bowler;4;1;4;TRUE;340;260;3
1254075;2;David Miller;321777;Rajasthan Royals;Pat Cummins;489889;Kolkata Knight Riders;2;four;4;FALSE;;17;24/04/2021;2021;Wankhede Stadium, Mumbai;India;Rajasthan Royals;Rajasthan Royals;LHB;RF;pace bowler;4;1;4;TRUE;237;11;1
1254062;1;Kieron Pollard;230559;Mumbai Indians;Pat Cummins;489889;Kolkata Knight Riders;5;four;4;FALSE;;16;13/04/2021;2021;MA Chidambaram Stadium, Chepauk, Chennai;India;Mumbai Indians;Kolkata Knight Riders;RHB;RF;pace bowler;4;1;4;TRUE;227;18;1
1304060;1;Kieron Pollard;230559;Mumbai Indians;Pat Cummins;489889;Kolkata Knight Riders;3;six;6;FALSE;;20;06/04/2022;2022;Maharashtra Cricket Association Stadium, Pune;India;Kolkata Knight Riders;Kolkata Knight Riders;RHB;RF;pace bowler;6;1;6;TRUE;202;357;4
1304060;1;Kieron Pollard;230559;Mumbai Indians;Pat Cummins;489889;Kolkata Knight Riders;6;six;6;FALSE;;20;06/04/2022;2022;Maharashtra Cricket Association Stadium, Pune;India;Kolkata Knight Riders;Kolkata Knight Riders;RHB;RF;pace bowler;6;1;6;TRUE;137;8;8
1304060;1;Kieron Pollard;230559;Mumbai Indians;Pat Cummins;489889;Kolkata Knight Riders;7;six;6;FALSE;;20;06/04/2022;2022;Maharashtra Cricket Association Stadium, Pune;India;Kolkata Knight Riders;Kolkata Knight Riders;RHB;RF;pace bowler;6;1;6;TRUE;127;6;8
1304071;2;Aiden Markram;600498;Sunrisers Hyderabad;Pat Cummins;489889;Kolkata Knight Riders;3;four;4;FALSE;;18;15/04/2022;2022;Brabourne Stadium, Mumbai;India;Sunrisers Hyderabad;Sunrisers Hyderabad;RHB;RF;pace bowler;4;1;4;TRUE;349;244;3
1304071;2;Aiden Markram;600498;Sunrisers Hyderabad;Pat Cummins;489889;Kolkata Knight Riders;4;six;6;FALSE;;18;15/04/2022;2022;Brabourne Stadium, Mumbai;India;Sunrisers Hyderabad;Sunrisers Hyderabad;RHB;RF;pace bowler;6;1;6;TRUE;346;250;3
1304071;2;Aiden Markram;600498;Sunrisers Hyderabad;Pat Cummins;489889;Kolkata Knight Riders;5;six;6;FALSE;;18;15/04/2022;2022;Brabourne Stadium, Mumbai;India;Sunrisers Hyderabad;Sunrisers Hyderabad;RHB;RF;pace bowler;6;1;6;TRUE;354;114;2
1216520;2;KL Rahul;422108;Punjab Kings;Pat Cummins;489889;Kolkata Knight Riders;1;four;4;FALSE;;1;26/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Kings XI Punjab;RHB;RF;pace bowler;4;1;4;TRUE;45;61;7
1216523;2;KL Rahul;422108;Punjab Kings;Pat Cummins;489889;Kolkata Knight Riders;5;four;4;FALSE;;5;10/10/2020;2020;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Kolkata Knight Riders;Kolkata Knight Riders;RHB;RF;pace bowler;4;1;4;TRUE;248;11;1
1216523;2;KL Rahul;422108;Punjab Kings;Pat Cummins;489889;Kolkata Knight Riders;1;four;4;FALSE;;13;10/10/2020;2020;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Kolkata Knight Riders;Kolkata Knight Riders;RHB;RF;pace bowler;4;1;4;TRUE;335;76;2
1216523;2;KL Rahul;422108;Punjab Kings;Pat Cummins;489889;Kolkata Knight Riders;2;four;4;FALSE;;13;10/10/2020;2020;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Kolkata Knight Riders;Kolkata Knight Riders;RHB;RF;pace bowler;4;1;4;TRUE;41;293;6
1254078;1;KL Rahul;422108;Punjab Kings;Pat Cummins;489889;Kolkata Knight Riders;7;four;4;FALSE;;2;26/04/2021;2021;Narendra Modi Stadium, Ahmedabad;India;Kolkata Knight Riders;Kolkata Knight Riders;RHB;RF;pace bowler;4;1;4;TRUE;37;92;7
1254078;1;KL Rahul;422108;Punjab Kings;Pat Cummins;489889;Kolkata Knight Riders;3;six;6;FALSE;;6;26/04/2021;2021;Narendra Modi Stadium, Ahmedabad;India;Kolkata Knight Riders;Kolkata Knight Riders;RHB;RF;pace bowler;6;1;6;TRUE;83;31;8
1216501;2;Ambati Rayudu;33141;Chennai Super Kings;Pat Cummins;489889;Kolkata Knight Riders;4;four;4;FALSE;;5;07/10/2020;2020;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Kolkata Knight Riders;Kolkata Knight Riders;RHB;RF;pace bowler;4;1;4;TRUE;142;1;8
1216536;2;Ambati Rayudu;33141;Chennai Super Kings;Pat Cummins;489889;Kolkata Knight Riders;2;four;4;FALSE;;14;29/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Chennai Super Kings;Chennai Super Kings;RHB;RF;pace bowler;4;1;4;TRUE;50;305;5
1216536;2;Ambati Rayudu;33141;Chennai Super Kings;Pat Cummins;489889;Kolkata Knight Riders;3;four;4;FALSE;;14;29/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Chennai Super Kings;Chennai Super Kings;RHB;RF;pace bowler;4;1;4;TRUE;232;4;1
1216520;2;Mandeep Singh;398506;Punjab Kings;Pat Cummins;489889;Kolkata Knight Riders;1;six;6;FALSE;;5;26/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Kings XI Punjab;RHB;RF;pace bowler;6;1;6;TRUE;335;284;3
1216520;2;Mandeep Singh;398506;Punjab Kings;Pat Cummins;489889;Kolkata Knight Riders;4;four;4;FALSE;;5;26/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Kings XI Punjab;RHB;RF;pace bowler;4;1;4;TRUE;335;286;3
1216520;2;Mandeep Singh;398506;Punjab Kings;Pat Cummins;489889;Kolkata Knight Riders;4;four;4;FALSE;;18;26/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Kings XI Punjab;RHB;RF;pace bowler;4;1;4;TRUE;25;242;6
1216520;2;Mandeep Singh;398506;Punjab Kings;Pat Cummins;489889;Kolkata Knight Riders;6;six;6;FALSE;;18;26/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Kings XI Punjab;RHB;RF;pace bowler;6;1;6;TRUE;323;318;4
1216545;1;Manish Pandey;290630;Sunrisers Hyderabad;Pat Cummins;489889;Kolkata Knight Riders;3;four;4;FALSE;;17;26/09/2020;2020;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Kolkata Knight Riders;Sunrisers Hyderabad;RHB;RF;pace bowler;4;1;4;TRUE;75;327;5
1304065;1;Axar Patel;554691;Delhi Capitals;Pat Cummins;489889;Kolkata Knight Riders;3;four;4;FALSE;;18;10/04/2022;2022;Brabourne Stadium, Mumbai;India;Delhi Capitals;Kolkata Knight Riders;LHB;RF;pace bowler;4;1;4;TRUE;34;78;7
1216501;2;Shane Watson;8180;Chennai Super Kings;Pat Cummins;489889;Kolkata Knight Riders;6;four;4;FALSE;;1;07/10/2020;2020;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Kolkata Knight Riders;Kolkata Knight Riders;RHB;RF;pace bowler;4;1;4;TRUE;35;283;6
1216536;2;Shane Watson;8180;Chennai Super Kings;Pat Cummins;489889;Kolkata Knight Riders;7;four;4;FALSE;;3;29/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Chennai Super Kings;Chennai Super Kings;RHB;RF;pace bowler;4;1;4;TRUE;354;202;3
1216501;2;Faf du Plessis;44828;Chennai Super Kings;Pat Cummins;489889;Kolkata Knight Riders;5;four;4;FALSE;;3;07/10/2020;2020;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Kolkata Knight Riders;Kolkata Knight Riders;RHB;RF;pace bowler;4;1;4;TRUE;333;285;3
1254072;1;Faf du Plessis;44828;Chennai Super Kings;Pat Cummins;489889;Kolkata Knight Riders;1;four;4;FALSE;;2;21/04/2021;2021;Wankhede Stadium, Mumbai;India;Chennai Super Kings;Kolkata Knight Riders;RHB;RF;pace bowler;4;1;4;TRUE;30;287;6
1254072;1;Faf du Plessis;44828;Chennai Super Kings;Pat Cummins;489889;Kolkata Knight Riders;1;four;4;FALSE;;15;21/04/2021;2021;Wankhede Stadium, Mumbai;India;Chennai Super Kings;Kolkata Knight Riders;RHB;RF;pace bowler;4;1;4;TRUE;134;6;8
1254072;1;Faf du Plessis;44828;Chennai Super Kings;Pat Cummins;489889;Kolkata Knight Riders;2;six;6;FALSE;;20;21/04/2021;2021;Wankhede Stadium, Mumbai;India;Chennai Super Kings;Kolkata Knight Riders;RHB;RF;pace bowler;6;1;6;TRUE;82;330;5
1254072;1;Faf du Plessis;44828;Chennai Super Kings;Pat Cummins;489889;Kolkata Knight Riders;4;six;6;FALSE;;20;21/04/2021;2021;Wankhede Stadium, Mumbai;India;Chennai Super Kings;Kolkata Knight Riders;RHB;RF;pace bowler;6;1;6;TRUE;302;38;1
