p_match;inns;bat;p_bat;team_bat;bowl;p_bowl;team_bowl;ball;outcome;score;out;dismissal;over;date;year;ground;country;winner;toss;bat_hand;bowl_style;bowl_kind;batruns;ballfaced;bowlruns;bat_out;wagonX;wagonY;wagonZone
1136601;1;Ishan Kishan;720471;Mumbai Indians;Piyush Chawla;32966;Kolkata Knight Riders;4;four;4;FALSE;;11;09/05/2018;2018;Eden Gardens, Kolkata;India;Mumbai Indians;Kolkata Knight Riders;LHB;LB;spin bowler;4;1;4;TRUE;39;67;7
1136601;1;Ishan Kishan;720471;Mumbai Indians;Piyush Chawla;32966;Kolkata Knight Riders;6;four;4;FALSE;;11;09/05/2018;2018;Eden Gardens, Kolkata;India;Mumbai Indians;Kolkata Knight Riders;LHB;LB;spin bowler;4;1;4;TRUE;17;78;7
1136593;1;Ravindra Jadeja;234675;Chennai Super Kings;Piyush Chawla;32966;Kolkata Knight Riders;3;four;4;FALSE;;20;03/05/2018;2018;Eden Gardens, Kolkata;India;Kolkata Knight Riders;Kolkata Knight Riders;LHB;LB;spin bowler;4;1;4;TRUE;159;362;5
1136593;1;Ravindra Jadeja;234675;Chennai Super Kings;Piyush Chawla;32966;Kolkata Knight Riders;4;bye;4;FALSE;;20;03/05/2018;2018;Eden Gardens, Kolkata;India;Kolkata Knight Riders;Kolkata Knight Riders;LHB;LB;spin bowler;0;1;0;TRUE;202;9;1
1178404;2;Ravindra Jadeja;234675;Chennai Super Kings;Piyush Chawla;32966;Kolkata Knight Riders;1;four;4;FALSE;;20;14/04/2019;2019;Eden Gardens, Kolkata;India;Chennai Super Kings;Chennai Super Kings;LHB;LB;spin bowler;4;1;4;TRUE;215;5;1
1136604;2;Ravichandran Ashwin;26421;Punjab Kings;Piyush Chawla;32966;Kolkata Knight Riders;3;four;4;FALSE;;15;12/05/2018;2018;Holkar Cricket Stadium, Indore;India;Kolkata Knight Riders;Kings XI Punjab;RHB;LB;spin bowler;4;1;4;TRUE;22;77;7
1136614;1;Shreevats Goswami;302579;Sunrisers Hyderabad;Piyush Chawla;32966;Kolkata Knight Riders;2;four;4;FALSE;;5;19/05/2018;2018;Rajiv Gandhi International Stadium, Uppal, Hyderabad;India;Kolkata Knight Riders;Sunrisers Hyderabad;LHB;LB;spin bowler;4;1;4;TRUE;352;239;3
1136586;1;Prithvi Shaw;1070168;Delhi Capitals;Piyush Chawla;32966;Kolkata Knight Riders;4;four;4;FALSE;;3;27/04/2018;2018;Feroz Shah Kotla, Delhi;India;Delhi Daredevils;Kolkata Knight Riders;RHB;LB;spin bowler;4;1;4;TRUE;55;318;5
1136586;1;Prithvi Shaw;1070168;Delhi Capitals;Piyush Chawla;32966;Kolkata Knight Riders;5;four;4;FALSE;;3;27/04/2018;2018;Feroz Shah Kotla, Delhi;India;Delhi Daredevils;Kolkata Knight Riders;RHB;LB;spin bowler;4;1;4;TRUE;359;180;3
1175365;2;Prithvi Shaw;1070168;Delhi Capitals;Piyush Chawla;32966;Kolkata Knight Riders;5;four;4;FALSE;;15;30/03/2019;2019;Feroz Shah Kotla, Delhi;India;-;Delhi Capitals;RHB;LB;spin bowler;4;1;4;TRUE;28;271;6
1216539;1;Prithvi Shaw;1070168;Delhi Capitals;Piyush Chawla;32966;Chennai Super Kings;4;four;4;FALSE;;7;25/09/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Delhi Capitals;Chennai Super Kings;RHB;LB;spin bowler;4;1;4;TRUE;22;280;6
1216539;1;Prithvi Shaw;1070168;Delhi Capitals;Piyush Chawla;32966;Chennai Super Kings;6;four;4;FALSE;;7;25/09/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Delhi Capitals;Chennai Super Kings;RHB;LB;spin bowler;4;1;4;TRUE;47;58;7
1216539;1;Prithvi Shaw;1070168;Delhi Capitals;Piyush Chawla;32966;Chennai Super Kings;2;four;4;FALSE;;9;25/09/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Delhi Capitals;Chennai Super Kings;RHB;LB;spin bowler;4;1;4;TRUE;37;290;6
1216539;1;Prithvi Shaw;1070168;Delhi Capitals;Piyush Chawla;32966;Chennai Super Kings;4;four;4;FALSE;;9;25/09/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Delhi Capitals;Chennai Super Kings;RHB;LB;spin bowler;4;1;4;TRUE;21;269;6
1216516;1;Abhishek Sharma;1070183;Sunrisers Hyderabad;Piyush Chawla;32966;Chennai Super Kings;1;four;4;FALSE;;13;02/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Sunrisers Hyderabad;Sunrisers Hyderabad;LHB;LB;spin bowler;4;1;4;TRUE;133;7;8
1254088;2;Abhishek Sharma;1070183;Sunrisers Hyderabad;Piyush Chawla;32966;Mumbai Indians;6;six;6;FALSE;;3;08/10/2021;2021;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Mumbai Indians;Mumbai Indians;LHB;LB;spin bowler;6;1;6;TRUE;16;273;6
1254088;2;Priyam Garg;1070180;Sunrisers Hyderabad;Piyush Chawla;32966;Mumbai Indians;1;four;4;FALSE;;13;08/10/2021;2021;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Mumbai Indians;Mumbai Indians;RHB;LB;spin bowler;4;1;4;TRUE;24;117;7
1136608;1;Aaron Finch;5334;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;5;four;4;FALSE;;6;14/05/2018;2018;Holkar Cricket Stadium, Indore;India;Royal Challengers Bangalore;Royal Challengers Bangalore;RHB;RMF;pace bowler;4;1;4;TRUE;15;233;6
1136608;1;Aaron Finch;5334;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;6;six;6;FALSE;;8;14/05/2018;2018;Holkar Cricket Stadium, Indore;India;Royal Challengers Bangalore;Royal Challengers Bangalore;RHB;RMF;pace bowler;6;1;6;TRUE;27;288;6
1136613;1;Heinrich Klaasen;436757;Rajasthan Royals;Mohammed Siraj;940973;Royal Challengers Bangalore;3;four;4;FALSE;;16;19/05/2018;2018;Sawai Mansingh Stadium, Jaipur;India;Rajasthan Royals;Rajasthan Royals;RHB;RMF;pace bowler;4;1;4;TRUE;223;7;1
1136613;1;Heinrich Klaasen;436757;Rajasthan Royals;Mohammed Siraj;940973;Royal Challengers Bangalore;4;four;4;FALSE;;16;19/05/2018;2018;Sawai Mansingh Stadium, Jaipur;India;Rajasthan Royals;Rajasthan Royals;RHB;RMF;pace bowler;4;1;4;TRUE;18;276;6
1136613;1;Heinrich Klaasen;436757;Rajasthan Royals;Mohammed Siraj;940973;Royal Challengers Bangalore;2;six;6;FALSE;;19;19/05/2018;2018;Sawai Mansingh Stadium, Jaipur;India;Rajasthan Royals;Rajasthan Royals;RHB;RMF;pace bowler;6;1;6;TRUE;40;61;7
1136613;1;Heinrich Klaasen;436757;Rajasthan Royals;Mohammed Siraj;940973;Royal Challengers Bangalore;3;four;4;FALSE;;19;19/05/2018;2018;Sawai Mansingh Stadium, Jaipur;India;Rajasthan Royals;Rajasthan Royals;RHB;RMF;pace bowler;4;1;4;TRUE;229;6;1
1304095;2;Devon Conway;379140;Chennai Super Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;5;four;4;FALSE;;3;04/05/2022;2022;Maharashtra Cricket Association Stadium, Pune;India;Royal Challengers Bangalore;Chennai Super Kings;LHB;RMF;pace bowler;4;1;4;TRUE;118;356;5
1254090;2;Aiden Markram;600498;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;5;four;4;FALSE;;15;03/10/2021;2021;Sharjah Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Royal Challengers Bangalore;RHB;RMF;pace bowler;4;1;4;TRUE;21;105;7
1136591;2;Jean-Paul Duminy;44932;Mumbai Indians;Mohammed Siraj;940973;Royal Challengers Bangalore;7;four;4;FALSE;;8;01/05/2018;2018;M Chinnaswamy Stadium, Bengaluru;India;Royal Challengers Bangalore;Mumbai Indians;LHB;RMF;pace bowler;4;1;4;TRUE;44;64;7
1216531;2;KL Rahul;422108;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;5;six;6;FALSE;;12;15/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Royal Challengers Bangalore;RHB;RMF;pace bowler;6;1;6;TRUE;336;305;3
1216531;2;KL Rahul;422108;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;6;six;6;FALSE;;12;15/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Royal Challengers Bangalore;RHB;RMF;pace bowler;6;1;6;TRUE;278;331;4
1216531;2;KL Rahul;422108;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;5;six;6;FALSE;;16;15/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Royal Challengers Bangalore;RHB;RMF;pace bowler;6;1;6;TRUE;350;120;2
1254083;1;KL Rahul;422108;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;4;six;6;FALSE;;2;30/04/2021;2021;Narendra Modi Stadium, Ahmedabad;India;Punjab Kings;Royal Challengers Bangalore;RHB;RMF;pace bowler;6;1;6;TRUE;327;299;3
1254083;1;KL Rahul;422108;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;4;four;4;FALSE;;5;30/04/2021;2021;Narendra Modi Stadium, Ahmedabad;India;Punjab Kings;Royal Challengers Bangalore;RHB;RMF;pace bowler;4;1;4;TRUE;242;355;4
1254083;1;KL Rahul;422108;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;6;four;4;FALSE;;19;30/04/2021;2021;Narendra Modi Stadium, Ahmedabad;India;Punjab Kings;Royal Challengers Bangalore;RHB;RMF;pace bowler;4;1;4;TRUE;136;12;8
1254090;2;KL Rahul;422108;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;1;four;4;FALSE;;3;03/10/2021;2021;Sharjah Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Royal Challengers Bangalore;RHB;RMF;pace bowler;4;1;4;TRUE;139;8;8
1254090;2;KL Rahul;422108;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;4;six;6;FALSE;;3;03/10/2021;2021;Sharjah Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Royal Challengers Bangalore;RHB;RMF;pace bowler;6;1;6;TRUE;335;296;3
1304077;2;KL Rahul;422108;Lucknow Super Giants;Mohammed Siraj;940973;Royal Challengers Bangalore;5;four;4;FALSE;;1;19/04/2022;2022;Dr DY Patil Sports Academy, Mumbai;India;Royal Challengers Bangalore;Lucknow Super Giants;RHB;RMF;pace bowler;4;1;4;TRUE;2;209;6
1304077;2;KL Rahul;422108;Lucknow Super Giants;Mohammed Siraj;940973;Royal Challengers Bangalore;6;four;4;FALSE;;1;19/04/2022;2022;Dr DY Patil Sports Academy, Mumbai;India;Royal Challengers Bangalore;Lucknow Super Giants;RHB;RMF;pace bowler;4;1;4;TRUE;347;326;3
1136584;2;Ambati Rayudu;33141;Chennai Super Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;2;four;4;FALSE;;5;25/04/2018;2018;M Chinnaswamy Stadium, Bengaluru;India;Chennai Super Kings;Chennai Super Kings;RHB;RMF;pace bowler;4;1;4;TRUE;354;210;3
1136584;2;Ambati Rayudu;33141;Chennai Super Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;7;four;4;FALSE;;5;25/04/2018;2018;M Chinnaswamy Stadium, Bengaluru;India;Chennai Super Kings;Chennai Super Kings;RHB;RMF;pace bowler;4;1;4;TRUE;163;358;5
1136584;2;Ambati Rayudu;33141;Chennai Super Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;3;six;6;FALSE;;15;25/04/2018;2018;M Chinnaswamy Stadium, Bengaluru;India;Chennai Super Kings;Chennai Super Kings;RHB;RMF;pace bowler;6;1;6;TRUE;18;248;6
1216544;2;Ambati Rayudu;33141;Chennai Super Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;6;six;6;FALSE;;12;25/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Chennai Super Kings;Royal Challengers Bangalore;RHB;RMF;pace bowler;6;1;6;TRUE;314;322;4
1136611;2;Manish Pandey;290630;Sunrisers Hyderabad;Mohammed Siraj;940973;Royal Challengers Bangalore;1;six;6;FALSE;;18;17/05/2018;2018;M Chinnaswamy Stadium, Bengaluru;India;Royal Challengers Bangalore;Sunrisers Hyderabad;RHB;RMF;pace bowler;6;1;6;TRUE;260;11;1
1136611;2;Manish Pandey;290630;Sunrisers Hyderabad;Mohammed Siraj;940973;Royal Challengers Bangalore;2;four;4;FALSE;;18;17/05/2018;2018;M Chinnaswamy Stadium, Bengaluru;India;Royal Challengers Bangalore;Sunrisers Hyderabad;RHB;RMF;pace bowler;4;1;4;TRUE;112;22;8
1237178;2;Manish Pandey;290630;Sunrisers Hyderabad;Mohammed Siraj;940973;Royal Challengers Bangalore;6;six;6;FALSE;;3;06/11/2020;2020;Sheikh Zayed Stadium, Abu Dhabi;United Arab Emirates;Sunrisers Hyderabad;Sunrisers Hyderabad;RHB;RMF;pace bowler;6;1;6;TRUE;343;268;3
1136584;2;MS Dhoni;28081;Chennai Super Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;6;four;4;FALSE;;17;25/04/2018;2018;M Chinnaswamy Stadium, Bengaluru;India;Chennai Super Kings;Chennai Super Kings;RHB;RMF;pace bowler;4;1;4;TRUE;84;33;8
1136584;2;MS Dhoni;28081;Chennai Super Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;5;six;6;FALSE;;19;25/04/2018;2018;M Chinnaswamy Stadium, Bengaluru;India;Chennai Super Kings;Chennai Super Kings;RHB;RMF;pace bowler;6;1;6;TRUE;41;66;7
1254113;2;MS Dhoni;28081;Chennai Super Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;3;four;4;FALSE;;18;24/09/2021;2021;Sharjah Cricket Stadium;United Arab Emirates;Chennai Super Kings;Chennai Super Kings;RHB;RMF;pace bowler;4;1;4;TRUE;361;198;3
1254113;2;MS Dhoni;28081;Chennai Super Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;6;four;4;FALSE;;18;24/09/2021;2021;Sharjah Cricket Stadium;United Arab Emirates;Chennai Super Kings;Chennai Super Kings;RHB;RMF;pace bowler;4;1;4;TRUE;211;5;1
1178395;2;Axar Patel;554691;Delhi Capitals;Mohammed Siraj;940973;Royal Challengers Bangalore;5;four;4;FALSE;;19;07/04/2019;2019;M Chinnaswamy Stadium, Bangalore;India;Delhi Capitals;Delhi Capitals;LHB;RMF;pace bowler;4;1;4;TRUE;355;155;2
1136574;1;Evin Lewis;431901;Mumbai Indians;Mohammed Siraj;940973;Royal Challengers Bangalore;1;six;6;FALSE;;5;17/04/2018;2018;Wankhede Stadium, Mumbai;India;Mumbai Indians;Royal Challengers Bangalore;LHB;RMF;pace bowler;6;1;6;TRUE;46;62;7
1136574;1;Evin Lewis;431901;Mumbai Indians;Mohammed Siraj;940973;Royal Challengers Bangalore;5;wide;5;FALSE;;5;17/04/2018;2018;Wankhede Stadium, Mumbai;India;Mumbai Indians;Royal Challengers Bangalore;LHB;RMF;pace bowler;0;0;5;TRUE;0;0;0
1136574;1;Evin Lewis;431901;Mumbai Indians;Mohammed Siraj;940973;Royal Challengers Bangalore;6;four;4;FALSE;;5;17/04/2018;2018;Wankhede Stadium, Mumbai;India;Mumbai Indians;Royal Challengers Bangalore;LHB;RMF;pace bowler;4;1;4;TRUE;264;19;1
1216544;2;Faf du Plessis;44828;Chennai Super Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;4;four;4;FALSE;;4;25/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Chennai Super Kings;Royal Challengers Bangalore;RHB;RMF;pace bowler;4;1;4;TRUE;220;3;1
1216544;2;Faf du Plessis;44828;Chennai Super Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;5;six;6;FALSE;;4;25/10/2020;2020;Dubai International Cricket Stadium;United Arab Emirates;Chennai Super Kings;Royal Challengers Bangalore;RHB;RMF;pace bowler;6;1;6;TRUE;236;3;1
1254076;1;Faf du Plessis;44828;Chennai Super Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;2;four;4;FALSE;;1;25/04/2021;2021;Wankhede Stadium, Mumbai;India;Chennai Super Kings;Chennai Super Kings;RHB;RMF;pace bowler;4;1;4;TRUE;21;229;6
1254076;1;Faf du Plessis;44828;Chennai Super Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;1;six;6;FALSE;;3;25/04/2021;2021;Wankhede Stadium, Mumbai;India;Chennai Super Kings;Chennai Super Kings;RHB;RMF;pace bowler;6;1;6;TRUE;263;347;4
1304100;2;Nicholas Pooran;604302;Sunrisers Hyderabad;Mohammed Siraj;940973;Royal Challengers Bangalore;2;four;4;FALSE;;11;08/05/2022;2022;Wankhede Stadium, Mumbai;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;RMF;pace bowler;4;1;4;TRUE;337;59;2
1136589;2;Chris Lynn;326637;Kolkata Knight Riders;Mohammed Siraj;940973;Royal Challengers Bangalore;6;four;4;FALSE;;7;29/04/2018;2018;M Chinnaswamy Stadium, Bengaluru;India;Kolkata Knight Riders;Kolkata Knight Riders;RHB;RMF;pace bowler;4;1;4;TRUE;15;130;7
1175372;2;Chris Lynn;326637;Kolkata Knight Riders;Mohammed Siraj;940973;Royal Challengers Bangalore;2;six;7;FALSE;;9;05/04/2019;2019;M Chinnaswamy Stadium, Bangalore;India;Kolkata Knight Riders;Kolkata Knight Riders;RHB;RMF;pace bowler;6;1;7;TRUE;358;140;2
1254079;2;Shimron Hetmyer;670025;Delhi Capitals;Mohammed Siraj;940973;Royal Challengers Bangalore;2;six;6;FALSE;;15;27/04/2021;2021;Narendra Modi Stadium, Ahmedabad;India;Royal Challengers Bangalore;Delhi Capitals;LHB;RMF;pace bowler;6;1;6;TRUE;63;324;5
1254079;2;Shimron Hetmyer;670025;Delhi Capitals;Mohammed Siraj;940973;Royal Challengers Bangalore;3;four;4;FALSE;;15;27/04/2021;2021;Narendra Modi Stadium, Ahmedabad;India;Royal Challengers Bangalore;Delhi Capitals;LHB;RMF;pace bowler;4;1;4;TRUE;13;139;7
1254101;1;Shimron Hetmyer;670025;Delhi Capitals;Mohammed Siraj;940973;Royal Challengers Bangalore;6;four;4;FALSE;;18;08/10/2021;2021;Dubai International Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;RMF;pace bowler;4;1;4;TRUE;319;66;2
1304059;1;Shimron Hetmyer;670025;Rajasthan Royals;Mohammed Siraj;940973;Royal Challengers Bangalore;3;six;6;FALSE;;17;05/04/2022;2022;Wankhede Stadium, Mumbai;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;RMF;pace bowler;6;1;6;TRUE;31;90;7
1304059;1;Shimron Hetmyer;670025;Rajasthan Royals;Mohammed Siraj;940973;Royal Challengers Bangalore;2;four;4;FALSE;;19;05/04/2022;2022;Wankhede Stadium, Mumbai;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;RMF;pace bowler;4;1;4;TRUE;262;349;4
1178403;1;Chris Gayle;51880;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;1;four;4;FALSE;;6;13/04/2019;2019;Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;RMF;pace bowler;4;1;4;TRUE;262;352;4
1178403;1;Chris Gayle;51880;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;2;six;6;FALSE;;6;13/04/2019;2019;Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;RMF;pace bowler;6;1;6;TRUE;119;355;5
1178403;1;Chris Gayle;51880;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;3;four;4;FALSE;;6;13/04/2019;2019;Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;RMF;pace bowler;4;1;4;TRUE;357;229;3
1178403;1;Chris Gayle;51880;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;5;six;6;FALSE;;6;13/04/2019;2019;Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;RMF;pace bowler;6;1;6;TRUE;3;215;6
1178403;1;Chris Gayle;51880;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;6;four;4;FALSE;;6;13/04/2019;2019;Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;RMF;pace bowler;4;1;4;TRUE;99;9;8
1178403;1;Chris Gayle;51880;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;3;six;6;FALSE;;17;13/04/2019;2019;Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;RMF;pace bowler;6;1;6;TRUE;25;269;6
1178403;1;Chris Gayle;51880;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;4;four;4;FALSE;;20;13/04/2019;2019;Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;RMF;pace bowler;4;1;4;TRUE;309;56;2
1178403;1;Chris Gayle;51880;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;6;four;4;FALSE;;20;13/04/2019;2019;Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh;India;Royal Challengers Bangalore;Royal Challengers Bangalore;LHB;RMF;pace bowler;4;1;4;TRUE;308;61;2
1216531;2;Chris Gayle;51880;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;2;four;4;FALSE;;16;15/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Royal Challengers Bangalore;LHB;RMF;pace bowler;4;1;4;TRUE;181;359;4
1216531;2;Chris Gayle;51880;Punjab Kings;Mohammed Siraj;940973;Royal Challengers Bangalore;3;six;6;FALSE;;16;15/10/2020;2020;Sharjah Cricket Stadium;United Arab Emirates;Kings XI Punjab;Royal Challengers Bangalore;LHB;RMF;pace bowler;6;1;6;TRUE;336;300;3
1136599;1;Shakib Al Hasan;56143;Sunrisers Hyderabad;Mohammed Siraj;940973;Royal Challengers Bangalore;2;four;4;FALSE;;17;07/05/2018;2018;Rajiv Gandhi International Stadium, Uppal, Hyderabad;India;Sunrisers Hyderabad;Royal Challengers Bangalore;LHB;RMF;pace bowler;4;1;4;TRUE;26;95;7
1136599;1;Shakib Al Hasan;56143;Sunrisers Hyderabad;Mohammed Siraj;940973;Royal Challengers Bangalore;4;four;4;FALSE;;17;07/05/2018;2018;Rajiv Gandhi International Stadium, Uppal, Hyderabad;India;Sunrisers Hyderabad;Royal Challengers Bangalore;LHB;RMF;pace bowler;4;1;4;TRUE;134;13;8
1175372;2;Andre Russell;276298;Kolkata Knight Riders;Mohammed Siraj;940973;Royal Challengers Bangalore;4;six;7;FALSE;;18;05/04/2019;2019;M Chinnaswamy Stadium, Bangalore;India;Kolkata Knight Riders;Kolkata Knight Riders;RHB;RMF;pace bowler;6;1;7;TRUE;289;325;4
1178410;2;Andre Russell;276298;Kolkata Knight Riders;Mohammed Siraj;940973;Royal Challengers Bangalore;3;four;4;FALSE;;17;19/04/2019;2019;Eden Gardens, Kolkata;India;Royal Challengers Bangalore;Kolkata Knight Riders;RHB;RMF;pace bowler;4;1;4;TRUE;24;118;7
1178410;2;Andre Russell;276298;Kolkata Knight Riders;Mohammed Siraj;940973;Royal Challengers Bangalore;4;six;6;FALSE;;17;19/04/2019;2019;Eden Gardens, Kolkata;India;Royal Challengers Bangalore;Kolkata Knight Riders;RHB;RMF;pace bowler;6;1;6;TRUE;34;296;6
1304052;1;Andre Russell;276298;Kolkata Knight Riders;Mohammed Siraj;940973;Royal Challengers Bangalore;4;four;4;FALSE;;10;30/03/2022;2022;Dr DY Patil Sports Academy, Mumbai;India;Royal Challengers Bangalore;Royal Challengers Bangalore;RHB;RMF;pace bowler;4;1;4;TRUE;21;250;6
1136611;2;Kane Williamson;277906;Sunrisers Hyderabad;Mohammed Siraj;940973;Royal Challengers Bangalore;3;six;6;FALSE;;12;17/05/2018;2018;M Chinnaswamy Stadium, Bengaluru;India;Royal Challengers Bangalore;Sunrisers Hyderabad;RHB;RMF;pace bowler;6;1;6;TRUE;354;247;3
1136611;2;Kane Williamson;277906;Sunrisers Hyderabad;Mohammed Siraj;940973;Royal Challengers Bangalore;4;four;4;FALSE;;12;17/05/2018;2018;M Chinnaswamy Stadium, Bengaluru;India;Royal Challengers Bangalore;Sunrisers Hyderabad;RHB;RMF;pace bowler;4;1;4;TRUE;26;126;7
1237178;2;Kane Williamson;277906;Sunrisers Hyderabad;Mohammed Siraj;940973;Royal Challengers Bangalore;5;leg bye;4;FALSE;;6;06/11/2020;2020;Sheikh Zayed Stadium, Abu Dhabi;United Arab Emirates;Sunrisers Hyderabad;Sunrisers Hyderabad;RHB;RMF;pace bowler;0;1;0;TRUE;0;0;0
1254095;1;Kane Williamson;277906;Sunrisers Hyderabad;Mohammed Siraj;940973;Royal Challengers Bangalore;5;four;4;FALSE;;3;06/10/2021;2021;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Sunrisers Hyderabad;Royal Challengers Bangalore;RHB;RMF;pace bowler;4;1;4;TRUE;40;296;6
1254095;1;Kane Williamson;277906;Sunrisers Hyderabad;Mohammed Siraj;940973;Royal Challengers Bangalore;7;four;4;FALSE;;3;06/10/2021;2021;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Sunrisers Hyderabad;Royal Challengers Bangalore;RHB;RMF;pace bowler;4;1;4;TRUE;351;122;2
1175362;1;Quinton de Kock;379143;Mumbai Indians;Mohammed Siraj;940973;Royal Challengers Bangalore;3;six;6;FALSE;;5;28/03/2019;2019;M Chinnaswamy Stadium, Bangalore;India;Mumbai Indians;Royal Challengers Bangalore;LHB;RMF;pace bowler;6;1;6;TRUE;152;360;5
1254108;2;Quinton de Kock;379143;Mumbai Indians;Mohammed Siraj;940973;Royal Challengers Bangalore;6;four;4;FALSE;;2;26/09/2021;2021;Dubai International Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Mumbai Indians;LHB;RMF;pace bowler;4;1;4;TRUE;13;176;6
1254108;2;Quinton de Kock;379143;Mumbai Indians;Mohammed Siraj;940973;Royal Challengers Bangalore;2;four;4;FALSE;;4;26/09/2021;2021;Dubai International Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Mumbai Indians;LHB;RMF;pace bowler;4;1;4;TRUE;354;170;3
1254103;1;Chris Morris;439952;Rajasthan Royals;Mohammed Siraj;940973;Royal Challengers Bangalore;4;four;4;FALSE;;19;29/09/2021;2021;Dubai International Cricket Stadium;United Arab Emirates;Royal Challengers Bangalore;Royal Challengers Bangalore;RHB;RMF;pace bowler;4;1;4;TRUE;363;178;3
1216505;2;Marcus Stoinis;325012;Delhi Capitals;Mohammed Siraj;940973;Royal Challengers Bangalore;3;six;6;FALSE;;19;02/11/2020;2020;Zayed Cricket Stadium, Abu Dhabi;United Arab Emirates;Delhi Capitals;Delhi Capitals;RHB;RMF;pace bowler;6;1;6;TRUE;345;262;3
